,SNR,Periodogram,MUSIC,OMP,cresfreq,cvswinfreq,swinfreq
0,-10.0,,,,20.551000595092773,20.53499984741211,20.582000732421875
1,0.0,,,,23.400999069213867,23.354999542236328,23.583999633789062
2,10.0,,,,27.50200080871582,28.139999389648438,28.5049991607666
3,20.0,,,,30.266000747680664,31.92799949645996,32.606998443603516
4,30.0,,,,31.625,34.21500015258789,35.33399963378906
5,40.0,,,,32.1150016784668,34.85900115966797,36.402000427246094
