,SNR,Periodogram,MUSIC,OMP,cresfreq,cvswinfreq,swinfreq
0,-10.0,,,,0.6060000061988831,0.6150000095367432,0.6050000190734863
1,0.0,,,,0.7990000247955322,0.8270000219345093,0.8379999995231628
2,10.0,,,,0.8870000243186951,0.9139999747276306,0.9240000247955322
3,20.0,,,,0.9259999990463257,0.9390000104904175,0.9520000219345093
4,30.0,,,,0.9359999895095825,0.9459999799728394,0.9580000042915344
5,40.0,,,,0.9399999976158142,0.9480000138282776,0.9599999785423279
